applycd,APPLYDATE,EVER60_LABEL
BJC0591702020899,2017/2/16,0
BJC0591702021082,2017/2/17,0
BJC0591702021170,2017/2/17,0
BJC0591702021241,2017/2/17,0
BJC0591702021259,2017/2/17,0
BJC0591702021337,2017/2/17,0
BJC0591702021732,2017/2/17,0
BJC0591702021853,2017/2/17,0
BJC0591702022227,2017/2/17,0
BJC0591702022528,2017/2/19,0
BJC0591702022892,2017/2/18,0
BJC0591702023084,2017/2/18,0
BJC0591702023135,2017/2/18,0
BJC0591702023167,2017/2/19,0
BJC0591702023218,2017/2/19,0
BJC0591702023428,2017/2/19,0
BJC0591702023664,2017/2/19,0
BJC0591702023725,2017/2/19,0
BJC0591702023752,2017/2/19,0
BJC0591702023782,2017/2/19,0
BJC0591702023954,2017/2/19,0
BJC0591702024227,2017/2/20,0
BJC0591702024365,2017/2/20,0
BJC0591702024444,2017/2/20,0
BJC0591702024508,2017/2/21,0
BJC0591702024518,2017/2/20,0
BJC0591702024826,2017/2/20,0
BJC0591702024842,2017/2/20,0
BJC0591702024963,2017/2/20,0
BJC0591702025009,2017/2/20,1
BJC0591702025541,2017/2/20,0
BJC0591702025597,2017/2/20,0
BJC0591702025696,2017/2/20,0
BJC0591702025880,2017/2/20,0
BJC0591702025932,2017/2/20,0
BJC0591702026268,2017/2/21,0
BJC0591702026539,2017/2/21,0
BJC0591702026651,2017/2/21,0
BJC0591702026870,2017/2/21,0
BJC0591702027096,2017/2/21,0
BJC0591702027235,2017/2/21,0
BJC0591702027295,2017/2/21,0
BJC0591702027326,2017/2/21,0
BJC0591702027619,2017/2/21,0
BJC0591702028286,2017/2/22,0
BJC0591702028373,2017/2/22,0
BJC0591702028711,2017/2/22,0
BJC0591702029140,2017/2/22,0
BJC0591702029369,2017/2/22,0
BJC0591702029463,2017/2/22,0
BJC0591702029554,2017/2/22,0
BJC0591702029685,2017/2/22,0
BJC0591702029852,2017/2/22,0
BJC0591702030066,2017/2/23,0
BJC0591702030097,2017/2/23,0
BJC0591702030291,2017/2/23,0
BJC0591702030743,2017/2/23,0
BJC0591702030761,2017/2/23,0
BJC0591702030933,2017/2/24,0
BJC0591702031233,2017/2/24,0
BJC0591702031603,2017/2/24,0
BJC0591702031796,2017/2/24,0
BJC0591702031808,2017/2/24,0
BJC0591702031967,2017/2/24,0
BJC0591702031973,2017/2/24,0
BJC0591702032038,2017/2/24,0
BJC0591702032454,2017/2/24,0
BJC0591702032539,2017/2/24,0
BJC0591702032614,2017/2/24,0
BJC0591702032656,2017/2/24,0
BJC0591702033480,2017/2/25,0
BJC0591702033598,2017/2/26,0
BJC0591702034361,2017/2/26,0
BJC0591702035514,2017/2/27,0
BJC0591702036481,2017/2/27,0
BJC0591702036969,2017/2/27,0
BJC0791612351713,2017/1/6,0
BJC0791612351970,2017/1/3,0
BJC0791701000028,2017/1/1,0
BJC0791701001054,2017/1/2,0
BJC0791701002248,2017/1/3,0
BJC0791701002390,2017/1/4,0
BJC0791701002436,2017/1/3,0
BJC0791701002459,2017/1/3,0
BJC0791701002487,2017/1/3,0
BJC0791701002551,2017/1/5,0
BJC0791701002638,2017/1/3,0
BJC0791701002845,2017/1/3,0
BJC0791701002889,2017/1/3,0
BJC0791701003130,2017/1/3,0
BJC0791701003138,2017/1/3,0
BJC0791701003140,2017/1/3,0
BJC0791701003294,2017/1/3,0
BJC0791701003418,2017/1/3,0
BJC0791701003519,2017/1/3,0
BJC0791701003540,2017/1/3,0
BJC0791701003723,2017/1/3,0
BJC0791701003749,2017/1/3,0
BJC0791701003899,2017/1/3,0
BJC0791701003981,2017/1/3,0
BJC0791701004013,2017/1/3,0
BJC0791701004112,2017/1/3,0
BJC0791701004422,2017/1/3,0
BJC0791701004446,2017/1/3,0
BJC0791701004880,2017/1/4,0
BJC0791701004886,2017/1/4,0
BJC0791701004903,2017/1/4,0
BJC0791701004973,2017/1/4,0
BJC0791701005139,2017/1/4,0
BJC0791701005372,2017/1/4,0
BJC0791701005403,2017/1/4,0
BJC0791701005458,2017/1/4,0
BJC0791701005509,2017/1/4,0
BJC0791701005648,2017/1/4,0
BJC0791701005692,2017/1/4,0
BJC0791701005757,2017/1/4,0
BJC0791701005902,2017/1/4,0
BJC0791701006116,2017/1/4,0
BJC0791701006236,2017/1/4,0
BJC0791701006283,2017/1/4,0
BJC0791701006323,2017/1/4,0
BJC0791701006427,2017/1/4,0
BJC0791701006432,2017/1/4,0
BJC0791701006933,2017/1/4,0
BJC0791701006946,2017/1/5,0
BJC0791701006963,2017/1/5,0
BJC0791701007059,2017/1/5,0
BJC0791701007220,2017/1/5,0
BJC0791701007382,2017/1/5,0
BJC0791701007692,2017/1/5,0
BJC0791701007786,2017/1/5,0
BJC0791701007825,2017/1/5,0
BJC0791701007868,2017/1/5,0
BJC0791701008090,2017/1/5,0
BJC0791701008334,2017/1/5,0
BJC0791701008438,2017/1/5,0
BJC0791701008595,2017/1/6,0
BJC0791701008602,2017/1/5,0
BJC0791701008650,2017/1/6,0
BJC0791701008853,2017/1/6,0
BJC0791701009605,2017/1/6,0
BJC0791701009659,2017/1/6,0
BJC0791701009761,2017/1/6,0
BJC0791701010347,2017/1/6,0
BJC0791701010378,2017/1/6,0
BJC0791701010566,2017/1/6,0
BJC0791701010662,2017/1/6,0
BJC0791701010824,2017/1/6,0
BJC0791701010946,2017/1/7,0
BJC0791701011157,2017/1/7,0
BJC0791701011348,2017/1/7,0
BJC0791701011526,2017/1/7,0
BJC0791701011823,2017/1/8,0
BJC0791701011906,2017/1/8,0
BJC0791701011979,2017/1/8,0
BJC0791701012148,2017/1/9,0
BJC0791701012437,2017/1/8,0
BJC0791701012520,2017/1/8,0
BJC0791701012571,2017/1/8,0
BJC0791701012594,2017/1/8,0
BJC0791701013202,2017/1/9,0
BJC0791701013933,2017/1/9,0
BJC0791701014025,2017/1/9,0
BJC0791701014332,2017/1/9,0
BJC0791701014425,2017/1/9,0
BJC0791701014503,2017/1/9,0
BJC0791701014640,2017/1/9,0
BJC0791701014667,2017/1/9,0
BJC0791701014892,2017/1/9,0
BJC0791701014925,2017/1/10,0
BJC0791701015005,2017/1/9,0
BJC0791701015054,2017/1/9,0
BJC0791701015470,2017/1/9,0
BJC0791701015548,2017/1/9,0
BJC0791701016076,2017/1/10,0
BJC0791701016225,2017/1/10,0
BJC0791701016277,2017/1/10,0
BJC0791701016530,2017/1/10,0
BJC0791701016561,2017/1/10,0
BJC0791701016597,2017/1/10,0
BJC0791701016797,2017/1/10,0
BJC0791701016881,2017/1/10,0
BJC0791701016938,2017/1/10,0
BJC0791701017067,2017/1/10,0
BJC0791701017251,2017/1/10,0
BJC0791701017315,2017/1/10,0
BJC0791701017648,2017/1/10,0
BJC0791701017657,2017/1/10,0
BJC0791701017716,2017/1/11,0
BJC0791701017961,2017/1/10,0
BJC0791701018025,2017/1/10,0
BJC0791701018304,2017/1/10,0
BJC0791701018323,2017/1/10,0
BJC0791701018954,2017/1/11,0
BJC0791701018987,2017/1/11,0
BJC0791701019265,2017/1/11,0
BJC0791701019277,2017/1/11,0
BJC0791701019577,2017/1/11,0
BJC0791701019750,2017/1/11,0
BJC0791701019850,2017/1/11,0
BJC0791701020019,2017/1/12,0
BJC0791701020041,2017/1/11,0
BJC0791701020116,2017/1/11,0
BJC0791701020412,2017/1/11,0
BJC0791701020490,2017/1/11,0
BJC0791701021135,2017/1/12,0
BJC0791701021594,2017/1/13,0
BJC0791701021694,2017/1/12,0
BJC0791701022776,2017/1/12,0
BJC0791701022825,2017/1/12,0
BJC0791701023014,2017/1/13,0
BJC0791701023403,2017/1/13,0
BJC0791701023404,2017/1/13,0
BJC0791701023566,2017/1/13,0
BJC0791701023765,2017/1/13,0
BJC0791701024306,2017/1/13,0
BJC0791701024338,2017/1/16,0
BJC0791701024417,2017/1/13,0
BJC0791701024543,2017/1/13,0
BJC0791701024731,2017/1/13,0
BJC0791701024780,2017/1/13,0
BJC0791701024973,2017/1/13,0
BJC0791701025004,2017/1/13,0
BJC0791701025014,2017/1/13,0
BJC0791701025158,2017/1/14,0
BJC0791701025239,2017/1/14,0
BJC0791701025276,2017/1/14,0
BJC0791701025381,2017/1/14,0
BJC0791701025535,2017/1/14,0
BJC0791701025658,2017/1/14,0
BJC0791701025891,2017/1/14,0
BJC0791701026027,2017/1/16,0
BJC0791701026067,2017/1/14,0
BJC0791701026228,2017/1/14,0
BJC0791701026329,2017/1/19,0
BJC0791701026893,2017/1/15,0
BJC0791701026966,2017/1/15,0
BJC0791701027304,2017/1/15,0
BJC0791701027357,2017/1/15,0
BJC0791701027562,2017/1/15,0
BJC0791701027678,2017/1/15,0
BJC0791701027734,2017/1/15,0
BJC0791701027795,2017/1/15,0
BJC0791701028100,2017/1/16,0
BJC0791701028216,2017/1/16,0
BJC0791701028580,2017/1/16,0
BJC0791701028657,2017/1/16,0
BJC0791701029357,2017/1/16,0
BJC0791701030328,2017/1/16,0
BJC0791701030539,2017/1/17,0
BJC0791701030568,2017/1/16,0
BJC0791701030757,2017/1/16,0
BJC0791701030801,2017/1/16,0
BJC0791701031377,2017/1/17,0
BJC0791701031601,2017/1/17,0
BJC0791701032314,2017/1/17,0
BJC0791701032341,2017/1/17,0
BJC0791701032417,2017/1/17,0
BJC0791701032458,2017/1/17,0
BJC0791701032676,2017/1/17,0
BJC0791701032697,2017/1/17,0
BJC0791701032728,2017/1/17,0
BJC0791701033040,2017/1/17,0
BJC0791701033332,2017/1/18,1
BJC0791701033428,2017/1/17,0
BJC0791701033691,2017/1/17,0
BJC0791701033842,2017/1/18,0
BJC0791701034056,2017/1/18,0
BJC0791701034218,2017/1/18,0
BJC0791701034329,2017/1/18,0
BJC0791701034568,2017/1/18,0
BJC0791701034587,2017/1/18,0
BJC0791701034754,2017/1/18,0
BJC0791701034996,2017/1/18,0
BJC0791701035017,2017/1/18,0
BJC0791701035191,2017/1/18,0
BJC0791701035201,2017/1/18,0
BJC0791701035289,2017/1/18,0
BJC0791701035339,2017/1/18,0
BJC0791701035692,2017/1/18,0
BJC0791701035763,2017/1/18,0
BJC0791701035767,2017/1/19,0
BJC0791701036048,2017/1/18,0
BJC0791701036331,2017/1/18,0
BJC0791701036408,2017/1/19,0
BJC0791701036478,2017/1/18,0
BJC0791701036722,2017/1/19,0
BJC0791701037148,2017/1/19,0
BJC0791701037301,2017/1/19,0
BJC0791701037347,2017/1/19,0
BJC0791701037508,2017/1/19,0
BJC0791701037905,2017/1/19,0
BJC0791701038261,2017/1/19,0
BJC0791701038727,2017/1/19,0
BJC0791701038790,2017/1/20,0
BJC0791701039028,2017/1/19,0
BJC0791701039552,2017/1/20,0
BJC0791701039783,2017/1/20,0
BJC0791701039919,2017/1/20,0
BJC0791701040118,2017/1/20,0
BJC0791701040649,2017/1/20,0
BJC0791701040774,2017/1/20,0
BJC0791701041073,2017/1/21,0
BJC0791701041157,2017/1/20,0
BJC0791701041216,2017/1/20,0
BJC0791701041497,2017/1/20,0
BJC0791701041697,2017/1/21,0
BJC0791701041926,2017/1/21,0
BJC0791701041933,2017/1/21,0
BJC0791701042167,2017/1/21,0
BJC0791701042194,2017/1/22,0
BJC0791701042649,2017/1/21,0
BJC0791701043168,2017/1/21,0
BJC0791701043450,2017/1/22,0
BJC0791701043580,2017/1/22,0
BJC0791701043581,2017/1/22,0
BJC0791701043808,2017/1/22,0
BJC0791701044273,2017/1/22,0
BJC0791701044657,2017/1/22,0
BJC0791701044948,2017/1/22,0
BJC0791701044969,2017/1/22,0
BJC0791701045071,2017/1/22,0
BJC0791701045150,2017/1/23,0
BJC0791701045388,2017/1/22,0
BJC0791701045741,2017/1/23,0
BJC0791701046259,2017/1/23,0
BJC0791701046319,2017/1/23,0
BJC0791701046451,2017/1/23,0
BJC0791701046470,2017/1/23,0
BJC0791701046477,2017/1/23,0
BJC0791701046502,2017/1/23,0
BJC0791701046924,2017/1/24,0
BJC0791701047216,2017/1/24,0
BJC0791701048000,2017/1/24,0
BJC0791701048008,2017/1/24,0
BJC0791701048257,2017/1/24,0
BJC0791701048348,2017/1/24,0
BJC0791701048423,2017/1/24,0
BJC0791701048752,2017/1/24,0
BJC0791701049056,2017/1/24,0
BJC0791701049058,2017/1/24,0
BJC0791701049213,2017/1/24,0
BJC0791701049326,2017/1/24,0
BJC0791701049408,2017/1/24,0
BJC0791701049521,2017/1/25,0
BJC0791701049841,2017/1/25,0
BJC0791701050099,2017/1/25,0
BJC0791701050241,2017/1/25,0
BJC0791701050265,2017/2/3,0
BJC0791701050317,2017/1/25,0
BJC0791701050429,2017/1/26,1
BJC0791702000352,2017/2/3,0
BJC0791702000460,2017/2/3,0
BJC0791702000513,2017/2/3,0
BJC0791702000619,2017/2/3,0
BJC0791702001042,2017/2/3,0
BJC0791702001049,2017/2/3,0
BJC0791702001587,2017/2/4,0
BJC0791702001615,2017/2/4,0
BJC0791702001664,2017/2/4,0
BJC0791702001699,2017/2/4,0
BJC0791702001821,2017/2/4,0
BJC0791702001834,2017/2/4,0
BJC0791702002027,2017/2/4,0
BJC0791702002050,2017/2/4,0
BJC0791702002188,2017/2/4,0
BJC0791702002772,2017/2/4,0
BJC0791702002945,2017/2/4,0
BJC0791702003173,2017/2/5,0
BJC0791702003244,2017/2/5,0
BJC0791702003612,2017/2/5,1
BJC0791702003908,2017/2/5,0
BJC0791702004275,2017/2/6,0
BJC0791702004519,2017/2/6,0
BJC0791702004530,2017/2/6,0
BJC0791702004571,2017/2/6,0
BJC0791702004694,2017/2/6,0
BJC0791702004875,2017/2/6,0
BJC0791702004931,2017/2/8,0
BJC0791702004948,2017/2/6,0
BJC0791702004967,2017/2/6,0
BJC0791702005068,2017/2/6,0
BJC0791702005099,2017/2/6,0
BJC0791702005182,2017/2/6,0
BJC0791702005286,2017/2/6,0
BJC0791702005716,2017/2/6,0
BJC0791702005826,2017/2/6,0
BJC0791702005863,2017/2/6,0
BJC0791702005899,2017/2/6,0
BJC0791702005910,2017/2/6,0
BJC0791702006099,2017/2/6,0
BJC0791702006695,2017/2/7,0
BJC0791702006756,2017/2/7,0
BJC0791702006864,2017/2/7,0
BJC0791702007338,2017/2/7,0
BJC0791702007712,2017/2/8,0
BJC0791702007747,2017/2/8,0
BJC0791702008256,2017/2/8,0
BJC0791702008423,2017/2/8,0
BJC0791702008523,2017/2/8,0
BJC0791702008842,2017/2/8,0
BJC0791702009306,2017/2/10,0
BJC0791702009486,2017/2/8,0
BJC0791702009545,2017/2/9,0
BJC0791702009651,2017/2/9,0
BJC0791702009777,2017/2/9,0
BJC0791702010001,2017/2/9,0
BJC0791702010710,2017/2/9,0
BJC0791702010772,2017/2/9,0
BJC0791702010857,2017/2/9,0
BJC0791702011151,2017/2/9,0
BJC0791702011163,2017/2/10,0
BJC0791702011245,2017/2/10,0
BJC0791702011353,2017/2/10,0
BJC0791702011422,2017/2/10,0
BJC0791702011451,2017/2/10,0
BJC0791702011459,2017/2/10,0
BJC0791702011672,2017/2/10,0
BJC0791702011747,2017/2/10,0
BJC0791702011783,2017/2/10,0
BJC0791702011926,2017/2/10,0
BJC0791702012309,2017/2/10,0
BJC0791702012390,2017/2/10,0
BJC0791702012454,2017/2/10,0
BJC0791702012588,2017/2/11,0
BJC0791702012914,2017/2/11,0
BJC0791702013266,2017/2/12,0
BJC0791702013683,2017/2/12,0
BJC0791702013720,2017/2/13,0
BJC0791702013820,2017/2/12,0
BJC0791702014122,2017/2/13,0
BJC0791702014276,2017/2/13,0
BJC0791702014429,2017/2/13,0
BJC0791702014652,2017/2/13,0
BJC0791702014933,2017/2/13,0
BJC0791702015084,2017/2/13,0
BJC0791702015411,2017/2/13,0
BJC0791702015576,2017/2/13,0
BJC0791702015652,2017/2/13,0
BJC0791702015741,2017/2/13,0
BJC0791702015885,2017/2/13,0
BJC0791702016376,2017/2/14,0
BJC0791702016792,2017/2/14,0
BJC0791702016811,2017/2/14,0
BJC0791702016946,2017/2/15,0
BJC0791702017015,2017/2/16,0
BJC0791702017099,2017/2/16,0
BJC0791702018362,2017/2/15,0
BJC0791702018805,2017/2/15,0
BJC0791702019484,2017/2/15,0
BJC0791702019493,2017/2/16,0
BJC0791702019509,2017/2/15,0
BJC0791702019688,2017/2/16,0
BJC0791702019871,2017/2/16,0
BJC0791702020100,2017/2/16,0
BJC0791702020114,2017/2/17,0
BJC0791702020115,2017/2/16,0
BJC0791702020145,2017/2/16,0
BJC0791702020204,2017/2/16,0
BJC0791702020234,2017/2/16,0
BJC0791702020478,2017/2/16,0
BJC0791702020562,2017/2/16,0
BJC0791702020631,2017/2/16,0
BJC0791702020787,2017/2/16,0
BJC0791702020968,2017/2/16,0
BJC0791702021389,2017/2/17,0
BJC0791702021403,2017/2/17,0
BJC0791702021549,2017/2/19,0
BJC0791702021744,2017/2/17,0
BJC0791702021858,2017/2/20,0
BJC0791702021944,2017/2/17,0
BJC0791702022538,2017/2/18,0
BJC0791702022589,2017/2/18,0
BJC0791702022974,2017/2/18,0
BJC0791702023278,2017/2/19,0
BJC0791702023563,2017/2/19,0
BJC0791702023766,2017/2/19,0
BJC0791702024108,2017/2/20,0
BJC0791702024155,2017/2/19,0
BJC0791702024185,2017/2/20,0
BJC0791702024620,2017/2/20,0
BJC0791702024741,2017/2/20,0
BJC0791702024868,2017/2/20,0
BJC0791702024888,2017/2/20,0
BJC0791702024893,2017/2/20,0
BJC0791702025079,2017/2/20,0
BJC0791702025173,2017/2/20,0
BJC0791702025355,2017/2/21,0
BJC0791702025665,2017/2/20,0
BJC0791702026166,2017/2/20,0
BJC0791702026722,2017/2/21,0
BJC0791702026781,2017/2/21,0
BJC0791702026968,2017/2/21,0
BJC0791702027214,2017/2/21,0
BJC0791702027368,2017/2/21,0
BJC0791702027612,2017/2/21,0
BJC0791702027825,2017/2/21,0
BJC0791702028931,2017/2/22,0
BJC0791702028976,2017/2/22,0
BJC0791702031046,2017/2/23,0
BJC0791702031152,2017/2/23,0
BJC0791702031160,2017/2/23,0
BJC0791702031175,2017/2/23,0
BJC0791702032075,2017/2/24,0
BJC0791702034196,2017/2/26,0
BJC2001612339914,2017/1/9,0
BJC2001612351895,2017/1/3,0
BJC2001612352120,2017/1/1,0
BJC2001701000090,2017/1/2,0
BJC2001701000251,2017/1/1,0
BJC2001701000265,2017/1/1,0
BJC2001701000288,2017/1/1,0
BJC2001701000433,2017/1/1,0
BJC2001701000442,2017/1/1,0
BJC2001701000494,2017/1/2,0
BJC2001701000646,2017/1/2,0
BJC2001701000972,2017/1/3,0
BJC2001701001051,2017/1/2,0
BJC2001701001088,2017/1/2,0
BJC2001701001271,2017/1/2,0
BJC2001701001427,2017/1/3,0
BJC2001701001492,2017/1/2,0
BJC2001701001511,2017/1/2,0
BJC2001701001535,2017/1/2,0
BJC2001701001637,2017/1/3,0
BJC2001701001723,2017/1/2,0
BJC2001701001757,2017/1/2,0
BJC2001701001766,2017/1/2,0
BJC2001701001908,2017/1/3,0
BJC2001701001909,2017/1/3,0
BJC2001701001915,2017/1/3,0
BJC2001701001953,2017/1/3,0
BJC2001701001975,2017/1/3,0
BJC2001701001992,2017/1/3,0
BJC2001701002000,2017/1/3,0
BJC2001701002253,2017/1/3,0
BJC2001701002294,2017/1/3,0
BJC2001701002384,2017/1/3,0
BJC2001701002389,2017/1/3,0
BJC2001701002396,2017/1/3,0
BJC2001701002457,2017/1/3,0
BJC2001701002494,2017/1/3,0
BJC2001701002565,2017/1/3,0
BJC2001701002592,2017/1/3,0
BJC2001701002669,2017/1/3,0
BJC2001701002772,2017/1/3,0
BJC2001701002825,2017/1/3,0
BJC2001701002831,2017/1/3,0
BJC2001701002918,2017/1/3,0
BJC2001701002961,2017/1/3,1
BJC2001701003047,2017/1/3,0
BJC2001701003077,2017/1/3,0
BJC2001701003098,2017/1/3,0
BJC2001701003173,2017/1/3,0
BJC2001701003190,2017/1/3,0
BJC2001701003203,2017/1/3,0
BJC2001701003272,2017/1/3,0
BJC2001701003287,2017/1/3,0
BJC2001701003358,2017/1/6,0
BJC2001701003481,2017/1/3,0
BJC2001701003493,2017/1/3,0
BJC2001701003634,2017/1/3,0
BJC2001701003751,2017/1/3,0
BJC2001701003862,2017/1/3,0
BJC2001701003874,2017/1/3,0
BJC2001701003886,2017/1/3,0
BJC2001701003919,2017/1/3,0
BJC2001701003972,2017/1/3,0
BJC2001701004102,2017/1/3,0
BJC2001701004108,2017/1/3,0
BJC2001701004164,2017/1/3,0
BJC2001701004222,2017/1/3,0
BJC2001701004264,2017/1/3,0
BJC2001701004341,2017/1/3,0
BJC2001701004390,2017/1/4,0
BJC2001701004613,2017/1/3,0
BJC2001701004760,2017/1/4,0
BJC2001701004761,2017/1/4,0
BJC2001701004908,2017/1/4,0
BJC2001701004910,2017/1/4,0
BJC2001701004937,2017/1/4,0
BJC2001701005003,2017/1/4,0
BJC2001701005068,2017/1/4,0
BJC2001701005127,2017/1/4,0
BJC2001701005233,2017/1/4,0
BJC2001701005415,2017/1/4,0
BJC2001701005457,2017/1/4,0
BJC2001701005502,2017/1/4,0
BJC2001701005540,2017/1/4,0
BJC2001701005554,2017/1/4,0
BJC2001701005605,2017/1/4,0
BJC2001701005736,2017/1/4,0
BJC2001701005764,2017/1/4,0
BJC2001701005900,2017/1/4,0
BJC2001701005937,2017/1/4,0
BJC2001701005985,2017/1/4,0
BJC2001701006057,2017/1/4,0
BJC2001701006112,2017/1/4,0
BJC2001701006182,2017/1/4,0
BJC2001701006185,2017/1/4,0
BJC2001701006311,2017/1/4,0
BJC2001701006344,2017/1/4,0
BJC2001701006350,2017/1/4,0
BJC2001701006450,2017/1/4,0
BJC2001701006489,2017/1/4,0
BJC2001701006497,2017/1/4,0
BJC2001701006727,2017/1/4,0
BJC2001701006814,2017/1/4,0
BJC2001701007223,2017/1/5,0
BJC2001701007283,2017/1/5,0
BJC2001701007294,2017/1/5,0
BJC2001701007301,2017/1/5,0
BJC2001701007447,2017/1/5,0
BJC2001701007485,2017/1/5,0
BJC2001701007646,2017/1/5,0
BJC2001701007691,2017/1/5,0
BJC2001701007700,2017/1/5,0
BJC2001701007719,2017/1/5,0
BJC2001701007813,2017/1/5,0
BJC2001701007818,2017/1/5,0
BJC2001701007855,2017/1/5,0
BJC2001701007874,2017/1/5,0
BJC2001701007899,2017/1/5,0
BJC2001701007910,2017/1/5,0
BJC2001701007984,2017/1/5,0
BJC2001701008021,2017/1/5,0
BJC2001701008115,2017/1/5,0
BJC2001701008180,2017/1/5,0
BJC2001701008182,2017/1/5,0
BJC2001701008190,2017/1/5,0
BJC2001701008260,2017/1/5,0
BJC2001701008289,2017/1/6,0
BJC2001701008292,2017/1/5,0
BJC2001701008304,2017/1/5,0
BJC2001701008314,2017/1/5,0
BJC2001701008389,2017/1/5,0
BJC2001701008398,2017/1/5,0
BJC2001701008415,2017/1/5,0
BJC2001701008441,2017/1/5,0
BJC2001701008756,2017/1/5,0
BJC2001701008766,2017/1/5,0
BJC2001701008772,2017/1/5,0
BJC2001701008857,2017/1/5,0
BJC2001701008894,2017/1/5,0
BJC2001701009107,2017/1/6,0
BJC2001701009115,2017/1/6,0
BJC2001701009206,2017/1/6,0
BJC2001701009245,2017/1/6,0
BJC2001701009424,2017/1/6,0
BJC2001701009453,2017/1/6,0
BJC2001701009474,2017/1/6,0
BJC2001701009559,2017/1/6,0
BJC2001701009563,2017/1/6,0
BJC2001701009617,2017/1/8,0
BJC2001701009678,2017/1/6,0
BJC2001701009759,2017/1/6,0
BJC2001701009767,2017/1/6,0
BJC2001701009894,2017/1/6,0
BJC2001701009896,2017/1/6,0
BJC2001701009950,2017/1/6,0
BJC2001701009965,2017/1/6,0
BJC2001701010056,2017/1/6,0
BJC2001701010079,2017/1/6,0
BJC2001701010141,2017/1/6,0
BJC2001701010159,2017/1/6,0
BJC2001701010197,2017/1/6,0
BJC2001701010233,2017/1/6,0
BJC2001701010325,2017/1/6,0
BJC2001701010524,2017/1/6,0
BJC2001701010578,2017/1/6,0
BJC2001701010608,2017/1/6,0
BJC2001701010654,2017/1/6,0
BJC2001701010735,2017/1/6,0
BJC2001701010761,2017/1/6,0
BJC2001701010820,2017/1/6,0
BJC2001701011096,2017/1/7,0
BJC2001701011233,2017/1/8,0
BJC2001701011312,2017/1/9,0
BJC2001701011325,2017/1/7,0
BJC2001701011331,2017/1/7,0
BJC2001701011338,2017/1/9,0
BJC2001701011350,2017/1/7,0
BJC2001701011407,2017/1/7,0
BJC2001701011523,2017/1/7,0
BJC2001701011538,2017/1/7,0
BJC2001701011543,2017/1/7,0
BJC2001701011730,2017/1/9,0
BJC2001701011734,2017/1/7,0
BJC2001701011746,2017/1/8,0
BJC2001701011758,2017/1/8,0
BJC2001701011763,2017/1/7,0
BJC2001701011790,2017/1/8,0
BJC2001701011796,2017/1/8,0
BJC2001701011849,2017/1/8,0
BJC2001701011869,2017/1/8,0
BJC2001701011888,2017/1/8,0
BJC2001701011903,2017/1/8,0
BJC2001701011966,2017/1/8,0
BJC2001701011992,2017/1/8,0
BJC2001701012044,2017/1/8,1
BJC2001701012076,2017/1/8,0
BJC2001701012180,2017/1/8,0
BJC2001701012197,2017/1/8,0
BJC2001701012348,2017/1/8,0
BJC2001701012386,2017/1/8,0
BJC2001701012388,2017/1/8,0
BJC2001701012393,2017/1/9,0
BJC2001701012426,2017/1/9,0
BJC2001701012454,2017/1/8,0
BJC2001701012658,2017/1/8,0
BJC2001701012709,2017/1/8,0
BJC2001701012865,2017/1/8,0
BJC2001701012970,2017/1/9,0
BJC2001701013023,2017/1/8,0
BJC2001701013074,2017/1/8,0
BJC2001701013261,2017/1/9,0
BJC2001701013278,2017/1/9,0
BJC2001701013333,2017/1/9,0
BJC2001701013353,2017/1/9,0
BJC2001701013376,2017/1/9,0
BJC2001701013380,2017/1/9,0
BJC2001701013413,2017/1/9,0
BJC2001701013445,2017/1/9,0
BJC2001701013629,2017/1/9,0
BJC2001701013766,2017/1/9,0
BJC2001701013925,2017/1/9,0
BJC2001701013930,2017/1/9,0
BJC2001701013966,2017/1/9,0
BJC2001701014004,2017/1/9,0
BJC2001701014015,2017/1/9,0
BJC2001701014017,2017/1/9,0
BJC2001701014146,2017/1/9,0
BJC2001701014200,2017/1/9,0
BJC2001701014202,2017/1/9,0
BJC2001701014318,2017/1/9,0
BJC2001701014342,2017/1/9,0
BJC2001701014364,2017/1/9,0
BJC2001701014380,2017/1/9,0
BJC2001701014401,2017/1/9,0
BJC2001701014443,2017/1/9,0
BJC2001701014587,2017/1/9,0
BJC2001701014602,2017/1/9,0
BJC2001701014651,2017/1/9,0
BJC2001701014738,2017/1/9,0
BJC2001701014800,2017/1/9,0
BJC2001701014868,2017/1/11,0
BJC2001701014882,2017/1/9,0
BJC2001701014965,2017/1/9,0
BJC2001701015125,2017/1/10,0
BJC2001701015368,2017/1/9,0
BJC2001701015461,2017/1/9,0
BJC2001701015543,2017/1/9,0
BJC2001701015552,2017/1/9,0
BJC2001701015553,2017/1/9,0
BJC2001701015591,2017/1/9,0
BJC2001701015633,2017/1/9,0
BJC2001701015698,2017/1/9,0
BJC2001701015738,2017/1/9,0
BJC2001701015775,2017/1/9,0
BJC2001701015800,2017/1/9,0
BJC2001701015817,2017/1/9,0
BJC2001701016061,2017/1/10,0
BJC2001701016103,2017/1/9,0
BJC2001701016121,2017/1/10,0
BJC2001701016214,2017/1/10,0
BJC2001701016242,2017/1/10,0
BJC2001701016263,2017/1/10,0
BJC2001701016286,2017/1/10,0
BJC2001701016395,2017/1/11,0
BJC2001701016419,2017/1/10,0
BJC2001701016507,2017/1/10,0
BJC2001701016550,2017/1/10,0
BJC2001701016559,2017/1/10,0
BJC2001701016604,2017/1/10,0
BJC2001701016643,2017/1/10,1
BJC2001701016742,2017/1/10,0
